Dataset,Shadows,FPR,k_frac,Metric,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std
CIFAR-10,256,0.0004641588833612782,5.0,CSL-Diff-50 (Ours),0.5037333333333334,0.025544384031633154,0.5205483181838219,0.01046286535529055
CIFAR-10,256,0.0004641588833612782,5.0,CSL-Diff-40 (Ours),0.49946666666666667,0.024373391684831703,0.5161933867190718,0.010612048766083156
CIFAR-10,256,0.0004641588833612782,5.0,LT-IQR (Pollock et al.),0.4666666666666666,0.010639966583071989,0.4830828046891533,0.020603297559185437
CIFAR-10,256,0.0004641588833612782,5.0,Loss,0.011466666666666667,0.0009977753031397182,0.011822913247722791,0.0003387959630872939
CIFAR-10,256,0.0004641588833612782,5.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0004641588833612782,5.0,RMIA (Baseline),0.5386666666666667,0.035383360810163626,0.5572475767444051,0.03784361196422524
CIFAR-10,256,0.0004641588833612782,5.0,Random guess,0.048440000000000004,0.0032619012860600166,0.048440000000000004,0.0032619012860600166
CIFAR-10,256,0.0005214008287999684,0.1,CSL-Diff-50 (Ours),0.9066666666666666,0.03771236166328251,0.017808376793693806,0.0015810445190879844
CIFAR-10,256,0.0005214008287999684,0.1,CSL-Diff-40 (Ours),0.92,0.0,0.018047496831953013,0.0010947527539403857
CIFAR-10,256,0.0005214008287999684,0.1,LT-IQR (Pollock et al.),0.88,0.08640987597877146,0.017363793547437736,0.0026613543984788704
CIFAR-10,256,0.0005214008287999684,0.1,Loss,0.013333333333333334,0.018856180831641266,0.00023912003825920613,0.0003381668011413427
CIFAR-10,256,0.0005214008287999684,0.1,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005214008287999684,0.1,RMIA (Baseline),0.68,0.0653197264742181,0.013272140519614497,0.0007144358328086145
CIFAR-10,256,0.0005214008287999684,0.1,Random guess,0.05117333333333333,0.0032432631030422966,0.05117333333333333,0.0032432631030422966
CIFAR-10,256,0.0005214008287999684,1.0,CSL-Diff-50 (Ours),0.7760000000000001,0.027904599381941824,0.15192380093628607,0.005031105825288212
CIFAR-10,256,0.0005214008287999684,1.0,CSL-Diff-40 (Ours),0.7906666666666666,0.018571184369578792,0.15489068965976074,0.006127734668308229
CIFAR-10,256,0.0005214008287999684,1.0,LT-IQR (Pollock et al.),0.7453333333333333,0.017987650084309404,0.14602015809317623,0.006093241198669906
CIFAR-10,256,0.0005214008287999684,1.0,Loss,0.014666666666666668,0.009428090415820633,0.00276494774190064,0.0015956381140597232
CIFAR-10,256,0.0005214008287999684,1.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005214008287999684,1.0,RMIA (Baseline),0.6693333333333333,0.06452561937366862,0.1311786700229571,0.014351686023073275
CIFAR-10,256,0.0005214008287999684,1.0,Random guess,0.05117333333333333,0.0032432631030422966,0.05117333333333333,0.0032432631030422966
CIFAR-10,256,0.0005214008287999684,2.0,CSL-Diff-50 (Ours),0.6893333333333334,0.037747700445045496,0.2696319116844774,0.00724046905371512
CIFAR-10,256,0.0005214008287999684,2.0,CSL-Diff-40 (Ours),0.698,0.042833009077890685,0.2729087563331588,0.006905067914585454
CIFAR-10,256,0.0005214008287999684,2.0,LT-IQR (Pollock et al.),0.656,0.018547236990991423,0.25710374365705724,0.012856762143815611
CIFAR-10,256,0.0005214008287999684,2.0,Loss,0.013999999999999999,0.0032659863237109034,0.0054254027665914485,0.000988816001967581
CIFAR-10,256,0.0005214008287999684,2.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005214008287999684,2.0,RMIA (Baseline),0.6393333333333333,0.06725738290742178,0.2504526060953302,0.028264688887146023
CIFAR-10,256,0.0005214008287999684,2.0,Random guess,0.05117333333333333,0.0032432631030422966,0.05117333333333333,0.0032432631030422966
CIFAR-10,256,0.0005214008287999684,3.0,CSL-Diff-50 (Ours),0.6182222222222222,0.03485986053533793,0.3627724931336152,0.012589974372488162
CIFAR-10,256,0.0005214008287999684,3.0,CSL-Diff-40 (Ours),0.6213333333333333,0.028987864638436132,0.36471558804352844,0.010366978839495252
CIFAR-10,256,0.0005214008287999684,3.0,LT-IQR (Pollock et al.),0.5755555555555555,0.02055044981635003,0.3381677847778766,0.014516074907689374
CIFAR-10,256,0.0005214008287999684,3.0,Loss,0.01333333333333333,0.002880329199292382,0.007745767262236018,0.0011660511639196033
CIFAR-10,256,0.0005214008287999684,3.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005214008287999684,3.0,RMIA (Baseline),0.6155555555555555,0.06075410873673533,0.3616406843764211,0.03778376463409699
CIFAR-10,256,0.0005214008287999684,3.0,Random guess,0.05117333333333333,0.0032432631030422966,0.05117333333333333,0.0032432631030422966
CIFAR-10,256,0.0005214008287999684,5.0,CSL-Diff-50 (Ours),0.5213333333333333,0.022555019150709895,0.5100555650786123,0.012407689913020372
CIFAR-10,256,0.0005214008287999684,5.0,CSL-Diff-40 (Ours),0.516,0.022466567754480592,0.5048019686897552,0.010893001427553048
CIFAR-10,256,0.0005214008287999684,5.0,LT-IQR (Pollock et al.),0.4816,0.009666436778875643,0.4718014466175277,0.019651701576805583
CIFAR-10,256,0.0005214008287999684,5.0,Loss,0.011733333333333333,0.0007542472332656509,0.011463672930750679,9.962360753755318e-06
CIFAR-10,256,0.0005214008287999684,5.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005214008287999684,5.0,RMIA (Baseline),0.5498666666666666,0.03234700741782598,0.5386705238959582,0.03822760965556118
CIFAR-10,256,0.0005214008287999684,5.0,Random guess,0.05117333333333333,0.0032432631030422966,0.05117333333333333,0.0032432631030422966
CIFAR-10,256,0.0005857020818056667,0.1,CSL-Diff-50 (Ours),0.9066666666666666,0.03771236166328251,0.01753584181649738,0.0014485889893877768
CIFAR-10,256,0.0005857020818056667,0.1,CSL-Diff-40 (Ours),0.92,0.0,0.017774456226959768,0.000968558137596184
CIFAR-10,256,0.0005857020818056667,0.1,LT-IQR (Pollock et al.),0.88,0.08640987597877146,0.017091386718234677,0.0025273600331163185
CIFAR-10,256,0.0005857020818056667,0.1,Loss,0.013333333333333334,0.018856180831641266,0.00023775558725630053,0.00033623717602784
CIFAR-10,256,0.0005857020818056667,0.1,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005857020818056667,0.1,RMIA (Baseline),0.68,0.0653197264742181,0.013077247052969608,0.0007213647609109882
CIFAR-10,256,0.0005857020818056667,0.1,Random guess,0.051919999999999994,0.002942289358079294,0.051919999999999994,0.002942289358079294
CIFAR-10,256,0.0005857020818056667,1.0,CSL-Diff-50 (Ours),0.7799999999999999,0.026127890589687258,0.15045489868248238,0.0046781887937296755
CIFAR-10,256,0.0005857020818056667,1.0,CSL-Diff-40 (Ours),0.7933333333333333,0.016759740119968676,0.15310251218602747,0.005427202085687386
CIFAR-10,256,0.0005857020818056667,1.0,LT-IQR (Pollock et al.),0.7479999999999999,0.016329931618554536,0.1443630708844104,0.005439032782698531
CIFAR-10,256,0.0005857020818056667,1.0,Loss,0.014666666666666668,0.009428090415820633,0.0027343828255823517,0.0015969910955266852
CIFAR-10,256,0.0005857020818056667,1.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005857020818056667,1.0,RMIA (Baseline),0.672,0.06101365967278694,0.12972561894763643,0.01314672936399081
CIFAR-10,256,0.0005857020818056667,1.0,Random guess,0.051919999999999994,0.002942289358079294,0.051919999999999994,0.002942289358079294
CIFAR-10,256,0.0005857020818056667,2.0,CSL-Diff-50 (Ours),0.6926666666666668,0.03689022755268512,0.2669345822627079,0.006251050690403403
CIFAR-10,256,0.0005857020818056667,2.0,CSL-Diff-40 (Ours),0.702,0.0418568990729127,0.2704409087097346,0.0065517019647536754
CIFAR-10,256,0.0005857020818056667,2.0,LT-IQR (Pollock et al.),0.6593333333333334,0.01791337179005922,0.25457051743684067,0.012074504266647072
CIFAR-10,256,0.0005857020818056667,2.0,Loss,0.013999999999999999,0.0032659863237109034,0.00534922260646536,0.0009969062591606169
CIFAR-10,256,0.0005857020818056667,2.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005857020818056667,2.0,RMIA (Baseline),0.644,0.06574698979167536,0.24854055308782938,0.027024177483713024
CIFAR-10,256,0.0005857020818056667,2.0,Random guess,0.051919999999999994,0.002942289358079294,0.051919999999999994,0.002942289358079294
CIFAR-10,256,0.0005857020818056667,3.0,CSL-Diff-50 (Ours),0.6231111111111111,0.03492779147446846,0.36022800317807224,0.011863642761834662
CIFAR-10,256,0.0005857020818056667,3.0,CSL-Diff-40 (Ours),0.6257777777777779,0.02942074517944063,0.36186763511932885,0.00930938282296285
CIFAR-10,256,0.0005857020818056667,3.0,LT-IQR (Pollock et al.),0.5804444444444444,0.01954545193537425,0.336008242958179,0.01394788517775703
CIFAR-10,256,0.0005857020818056667,3.0,Loss,0.01333333333333333,0.002880329199292382,0.007638291510578918,0.0011986828572128432
CIFAR-10,256,0.0005857020818056667,3.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005857020818056667,3.0,RMIA (Baseline),0.6195555555555555,0.059482542308699086,0.35859357808221626,0.03612057436728962
CIFAR-10,256,0.0005857020818056667,3.0,Random guess,0.051919999999999994,0.002942289358079294,0.051919999999999994,0.002942289358079294
CIFAR-10,256,0.0005857020818056667,5.0,CSL-Diff-50 (Ours),0.5269333333333334,0.020389103843856275,0.5079890221664892,0.011161869254641207
CIFAR-10,256,0.0005857020818056667,5.0,CSL-Diff-40 (Ours),0.5213333333333333,0.020503874972523792,0.5025517842705106,0.009693435862741727
CIFAR-10,256,0.0005857020818056667,5.0,LT-IQR (Pollock et al.),0.4856,0.007946487693734051,0.4686734752994311,0.018197279157751704
CIFAR-10,256,0.0005857020818056667,5.0,Loss,0.012266666666666667,0.0007542472332656509,0.011828933433806582,0.0007041225927128229
CIFAR-10,256,0.0005857020818056667,5.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0005857020818056667,5.0,RMIA (Baseline),0.5543999999999999,0.03153664535108325,0.5350656412420499,0.036568588274836285
CIFAR-10,256,0.0005857020818056667,5.0,Random guess,0.051919999999999994,0.002942289358079294,0.051919999999999994,0.002942289358079294
CIFAR-10,256,0.0006579332246575682,0.1,CSL-Diff-50 (Ours),0.9066666666666666,0.03771236166328251,0.016667259078422942,0.001176424623826468
CIFAR-10,256,0.0006579332246575682,0.1,CSL-Diff-40 (Ours),0.92,0.0,0.016898449605973705,0.000678443229374924
CIFAR-10,256,0.0006579332246575682,0.1,LT-IQR (Pollock et al.),0.88,0.08640987597877146,0.016226401314877795,0.002185974634527219
CIFAR-10,256,0.0006579332246575682,0.1,Loss,0.013333333333333334,0.018856180831641266,0.000231000231000231,0.00032668365959184455
CIFAR-10,256,0.0006579332246575682,0.1,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0006579332246575682,0.1,RMIA (Baseline),0.6933333333333334,0.0679869268479038,0.012700015936960261,0.0009789153917877322
CIFAR-10,256,0.0006579332246575682,0.1,Random guess,0.05453333333333333,0.002253372780719801,0.05453333333333333,0.002253372780719801
CIFAR-10,256,0.0006579332246575682,1.0,CSL-Diff-50 (Ours),0.7973333333333334,0.02407396011369037,0.14633399218351026,0.004507304561653881
CIFAR-10,256,0.0006579332246575682,1.0,CSL-Diff-40 (Ours),0.8093333333333333,0.013199326582148856,0.14858042318120004,0.004380208127340412
CIFAR-10,256,0.0006579332246575682,1.0,LT-IQR (Pollock et al.),0.7626666666666667,0.013597385369580772,0.1400156031144378,0.004335436024537275
CIFAR-10,256,0.0006579332246575682,1.0,Loss,0.017333333333333333,0.010498677165349081,0.0031073844194258525,0.0017504483247996647
CIFAR-10,256,0.0006579332246575682,1.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0006579332246575682,1.0,RMIA (Baseline),0.6813333333333333,0.06534693735916186,0.12512877834414304,0.013160957141742822
CIFAR-10,256,0.0006579332246575682,1.0,Random guess,0.05453333333333333,0.002253372780719801,0.05453333333333333,0.002253372780719801
CIFAR-10,256,0.0006579332246575682,2.0,CSL-Diff-50 (Ours),0.7086666666666668,0.03030218180630268,0.25996360969746096,0.006578173779269032
CIFAR-10,256,0.0006579332246575682,2.0,CSL-Diff-40 (Ours),0.7173333333333334,0.035188381921057714,0.26305023201153255,0.005821420916242278
CIFAR-10,256,0.0006579332246575682,2.0,LT-IQR (Pollock et al.),0.674,0.01766352173265567,0.24753445261285859,0.010579592189362488
CIFAR-10,256,0.0006579332246575682,2.0,Loss,0.015333333333333332,0.00339934634239519,0.005584054461913763,0.0010000050092914983
CIFAR-10,256,0.0006579332246575682,2.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0006579332246575682,2.0,RMIA (Baseline),0.6533333333333333,0.06575374936500243,0.23988811487013184,0.025560994531342748
CIFAR-10,256,0.0006579332246575682,2.0,Random guess,0.05453333333333333,0.002253372780719801,0.05453333333333333,0.002253372780719801
CIFAR-10,256,0.0006579332246575682,3.0,CSL-Diff-50 (Ours),0.6377777777777778,0.02934006656728711,0.35094181893203613,0.010903614646857638
CIFAR-10,256,0.0006579332246575682,3.0,CSL-Diff-40 (Ours),0.6417777777777777,0.025165133630030347,0.35318844022627655,0.008841405143926355
CIFAR-10,256,0.0006579332246575682,3.0,LT-IQR (Pollock et al.),0.5937777777777778,0.018260123185932575,0.3270095518692843,0.012667422802239363
CIFAR-10,256,0.0006579332246575682,3.0,Loss,0.014222222222222225,0.0031426968052735453,0.00776743795733869,0.0013679504075412025
CIFAR-10,256,0.0006579332246575682,3.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0006579332246575682,3.0,RMIA (Baseline),0.6311111111111112,0.06002797701648254,0.34755320350918106,0.034720028088994416
CIFAR-10,256,0.0006579332246575682,3.0,Random guess,0.05453333333333333,0.002253372780719801,0.05453333333333333,0.002253372780719801
CIFAR-10,256,0.0006579332246575682,5.0,CSL-Diff-50 (Ours),0.5432,0.01519298083546041,0.4983485721149366,0.008987047591501898
CIFAR-10,256,0.0006579332246575682,5.0,CSL-Diff-40 (Ours),0.5373333333333333,0.015323475091795895,0.49293342186451095,0.007279382962529543
CIFAR-10,256,0.0006579332246575682,5.0,LT-IQR (Pollock et al.),0.4981333333333333,0.003937286149395572,0.45735009301402624,0.015233595609838908
CIFAR-10,256,0.0006579332246575682,5.0,Loss,0.013066666666666666,0.0009977753031397173,0.011965491033251069,0.00047141248709809725
CIFAR-10,256,0.0006579332246575682,5.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0006579332246575682,5.0,RMIA (Baseline),0.5680000000000001,0.031926582445771845,0.5214925620262981,0.03447138113245836
CIFAR-10,256,0.0006579332246575682,5.0,Random guess,0.05453333333333333,0.002253372780719801,0.05453333333333333,0.002253372780719801
CIFAR-10,256,0.0007390722033525775,0.1,CSL-Diff-50 (Ours),0.9066666666666666,0.03771236166328251,0.016167975681562054,0.0009708926292195468
CIFAR-10,256,0.0007390722033525775,0.1,CSL-Diff-40 (Ours),0.92,0.0,0.016401466618907963,0.0006178414703394545
CIFAR-10,256,0.0007390722033525775,0.1,LT-IQR (Pollock et al.),0.88,0.08640987597877146,0.015745587751284842,0.002096669135892928
CIFAR-10,256,0.0007390722033525775,0.1,Loss,0.013333333333333334,0.018856180831641266,0.00022583559168925022,0.00031937975663349035
CIFAR-10,256,0.0007390722033525775,0.1,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0007390722033525775,0.1,RMIA (Baseline),0.6933333333333334,0.0679869268479038,0.012319375491693848,0.0008374639860276923
CIFAR-10,256,0.0007390722033525775,0.1,Random guess,0.05617333333333333,0.002145216901750395,0.05617333333333333,0.002145216901750395
CIFAR-10,256,0.0007390722033525775,1.0,CSL-Diff-50 (Ours),0.7999999999999999,0.025508168626278624,0.14248268794021945,0.0032508301445594427
CIFAR-10,256,0.0007390722033525775,1.0,CSL-Diff-40 (Ours),0.8106666666666666,0.01359738536958072,0.14444076802584585,0.0034479886270664733
CIFAR-10,256,0.0007390722033525775,1.0,LT-IQR (Pollock et al.),0.7639999999999999,0.014236104336041762,0.1361232892477189,0.0033288470822662674
CIFAR-10,256,0.0007390722033525775,1.0,Loss,0.017333333333333333,0.010498677165349081,0.0030286915378700714,0.0017213027348373295
CIFAR-10,256,0.0007390722033525775,1.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0007390722033525775,1.0,RMIA (Baseline),0.684,0.0653197264742181,0.12178823186222602,0.011152042940253192
CIFAR-10,256,0.0007390722033525775,1.0,Random guess,0.05617333333333333,0.002145216901750395,0.05617333333333333,0.002145216901750395
CIFAR-10,256,0.0007390722033525775,2.0,CSL-Diff-50 (Ours),0.7146666666666667,0.02904402788105593,0.2544500818126168,0.003791355966168189
CIFAR-10,256,0.0007390722033525775,2.0,CSL-Diff-40 (Ours),0.7233333333333333,0.0334796787453059,0.2574648007886989,0.003118669948539969
CIFAR-10,256,0.0007390722033525775,2.0,LT-IQR (Pollock et al.),0.6813333333333333,0.020677416559027738,0.24279464219017166,0.00851306456016805
CIFAR-10,256,0.0007390722033525775,2.0,Loss,0.016,0.003265986323710904,0.005661602139513514,0.0009497504169888202
CIFAR-10,256,0.0007390722033525775,2.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0007390722033525775,2.0,RMIA (Baseline),0.658,0.06719126927411528,0.23422721326442567,0.022252759812100537
CIFAR-10,256,0.0007390722033525775,2.0,Random guess,0.05617333333333333,0.002145216901750395,0.05617333333333333,0.002145216901750395
CIFAR-10,256,0.0007390722033525775,3.0,CSL-Diff-50 (Ours),0.6462222222222223,0.029900245673874105,0.3450724932574989,0.007283632601142385
CIFAR-10,256,0.0007390722033525775,3.0,CSL-Diff-40 (Ours),0.6497777777777778,0.02507076404652527,0.34705220125056996,0.005395066069412233
CIFAR-10,256,0.0007390722033525775,3.0,LT-IQR (Pollock et al.),0.6022222222222223,0.0210067596410604,0.3218324132951049,0.010641579959325086
CIFAR-10,256,0.0007390722033525775,3.0,Loss,0.014666666666666668,0.002880329199292383,0.007786951310626585,0.0012188769854846156
CIFAR-10,256,0.0007390722033525775,3.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0007390722033525775,3.0,RMIA (Baseline),0.6364444444444445,0.06151021193947803,0.33980688988925106,0.029927695647121944
CIFAR-10,256,0.0007390722033525775,3.0,Random guess,0.05617333333333333,0.002145216901750395,0.05617333333333333,0.002145216901750395
CIFAR-10,256,0.0007390722033525775,5.0,CSL-Diff-50 (Ours),0.5538666666666666,0.016785178647313274,0.49316798539367573,0.006389363500289935
CIFAR-10,256,0.0007390722033525775,5.0,CSL-Diff-40 (Ours),0.5482666666666667,0.016657597532524156,0.4881636002513107,0.00470900758772164
CIFAR-10,256,0.0007390722033525775,5.0,LT-IQR (Pollock et al.),0.5069333333333333,0.005926962872238088,0.4517796587145877,0.01525766457129917
CIFAR-10,256,0.0007390722033525775,5.0,Loss,0.013600000000000001,0.0013063945294843615,0.01207956733821663,0.0007169913213870625
CIFAR-10,256,0.0007390722033525775,5.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0007390722033525775,5.0,RMIA (Baseline),0.5741333333333333,0.034479494711430414,0.5112586585266706,0.02866865032277809
CIFAR-10,256,0.0007390722033525775,5.0,Random guess,0.05617333333333333,0.002145216901750395,0.05617333333333333,0.002145216901750395
CIFAR-10,256,0.0008302175681319744,0.1,CSL-Diff-50 (Ours),0.9066666666666666,0.03771236166328251,0.015340277339240711,0.0009926299691830006
CIFAR-10,256,0.0008302175681319744,0.1,CSL-Diff-40 (Ours),0.92,0.0,0.015555897367403933,0.0005350667681745264
CIFAR-10,256,0.0008302175681319744,0.1,LT-IQR (Pollock et al.),0.88,0.08640987597877146,0.014929377990884556,0.001937007519967088
CIFAR-10,256,0.0008302175681319744,0.1,Loss,0.013333333333333334,0.018856180831641266,0.0002145002145002145,0.00030334911247814134
CIFAR-10,256,0.0008302175681319744,0.1,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0008302175681319744,0.1,RMIA (Baseline),0.7066666666666667,0.07542472332656508,0.011924597986277324,0.0011283448451700356
CIFAR-10,256,0.0008302175681319744,0.1,Random guess,0.05921333333333334,0.002086741212725931,0.05921333333333334,0.002086741212725931
CIFAR-10,256,0.0008302175681319744,1.0,CSL-Diff-50 (Ours),0.8079999999999999,0.03149603149604722,0.1365455957240684,0.005579990111460419
CIFAR-10,256,0.0008302175681319744,1.0,CSL-Diff-40 (Ours),0.8186666666666667,0.01913693345920973,0.13838046630893902,0.0046275707027796644
CIFAR-10,256,0.0008302175681319744,1.0,LT-IQR (Pollock et al.),0.7733333333333334,0.021746008573733475,0.1307250692789739,0.005038629030931694
CIFAR-10,256,0.0008302175681319744,1.0,Loss,0.017333333333333333,0.010498677165349081,0.0028711694960831106,0.0016352151625963268
CIFAR-10,256,0.0008302175681319744,1.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0008302175681319744,1.0,RMIA (Baseline),0.6960000000000001,0.07397296803562774,0.11770781357426141,0.01361299573075512
CIFAR-10,256,0.0008302175681319744,1.0,Random guess,0.05921333333333334,0.002086741212725931,0.05921333333333334,0.002086741212725931
CIFAR-10,256,0.0008302175681319744,2.0,CSL-Diff-50 (Ours),0.7266666666666666,0.029044027881055978,0.24546794301459127,0.006120290761962631
CIFAR-10,256,0.0008302175681319744,2.0,CSL-Diff-40 (Ours),0.7333333333333334,0.03108411527166607,0.24767975041385548,0.005449126171227379
CIFAR-10,256,0.0008302175681319744,2.0,LT-IQR (Pollock et al.),0.6926666666666667,0.02124983660067894,0.23421474651174026,0.010341235570273685
CIFAR-10,256,0.0008302175681319744,2.0,Loss,0.016666666666666666,0.00410960933531265,0.005591284590939049,0.001189577836745965
CIFAR-10,256,0.0008302175681319744,2.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0008302175681319744,2.0,RMIA (Baseline),0.6673333333333332,0.07024401912064987,0.22560318858694808,0.02489743733046433
CIFAR-10,256,0.0008302175681319744,2.0,Random guess,0.05921333333333334,0.002086741212725931,0.05921333333333334,0.002086741212725931
CIFAR-10,256,0.0008302175681319744,3.0,CSL-Diff-50 (Ours),0.6582222222222222,0.029641479112058795,0.33351545530622934,0.010754628348643902
CIFAR-10,256,0.0008302175681319744,3.0,CSL-Diff-40 (Ours),0.6631111111111112,0.02581606352259131,0.3360266692549001,0.008979984631936411
CIFAR-10,256,0.0008302175681319744,3.0,LT-IQR (Pollock et al.),0.6146666666666666,0.02033788655759565,0.3117243100786639,0.013529239206665876
CIFAR-10,256,0.0008302175681319744,3.0,Loss,0.015555555555555557,0.004121608220220312,0.007818953443521516,0.001772199890886805
CIFAR-10,256,0.0008302175681319744,3.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0008302175681319744,3.0,RMIA (Baseline),0.648,0.06276587891167905,0.32847483182659404,0.0322589686800758
CIFAR-10,256,0.0008302175681319744,3.0,Random guess,0.05921333333333334,0.002086741212725931,0.05921333333333334,0.002086741212725931
CIFAR-10,256,0.0008302175681319744,5.0,CSL-Diff-50 (Ours),0.5685333333333333,0.016347340932260344,0.4802399799592267,0.008426297011799568
CIFAR-10,256,0.0008302175681319744,5.0,CSL-Diff-40 (Ours),0.564,0.01544366105127493,0.47640089924557794,0.006453766705674126
CIFAR-10,256,0.0008302175681319744,5.0,LT-IQR (Pollock et al.),0.5192,0.004079215610874258,0.4389729669446325,0.016194944082375005
CIFAR-10,256,0.0008302175681319744,5.0,Loss,0.014133333333333333,0.0019955506062794347,0.0118928750796408,0.0012684005995501812
CIFAR-10,256,0.0008302175681319744,5.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0008302175681319744,5.0,RMIA (Baseline),0.5866666666666668,0.0353713003562053,0.49576648360770675,0.03181167249233704
CIFAR-10,256,0.0008302175681319744,5.0,Random guess,0.05921333333333334,0.002086741212725931,0.05921333333333334,0.002086741212725931
CIFAR-10,256,0.0009326033468832199,0.1,CSL-Diff-50 (Ours),0.9199999999999999,0.0565685424949238,0.014907625833460702,0.0012416236300161288
CIFAR-10,256,0.0009326033468832199,0.1,CSL-Diff-40 (Ours),0.9333333333333332,0.018856180831641232,0.015114265551880793,0.0007256769217866328
CIFAR-10,256,0.0009326033468832199,0.1,LT-IQR (Pollock et al.),0.8933333333333332,0.09428090415820632,0.014516983574143992,0.0020081798538578444
CIFAR-10,256,0.0009326033468832199,0.1,Loss,0.013333333333333334,0.018856180831641266,0.00020487604998975617,0.0002897384885009414
CIFAR-10,256,0.0009326033468832199,0.1,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0009326033468832199,0.1,RMIA (Baseline),0.7200000000000001,0.0565685424949238,0.011636913027406779,0.0007759980742651879
CIFAR-10,256,0.0009326033468832199,0.1,Random guess,0.06185333333333334,0.0022899975739919223,0.06185333333333334,0.0022899975739919223
CIFAR-10,256,0.0009326033468832199,1.0,CSL-Diff-50 (Ours),0.8213333333333334,0.03582674358011839,0.13288611384821178,0.0061158532000560074
CIFAR-10,256,0.0009326033468832199,1.0,CSL-Diff-40 (Ours),0.8306666666666667,0.02223110933404406,0.1344260868999652,0.0048793509754080575
CIFAR-10,256,0.0009326033468832199,1.0,LT-IQR (Pollock et al.),0.7866666666666666,0.024513035081133627,0.12733412682152692,0.0057279219953369435
CIFAR-10,256,0.0009326033468832199,1.0,Loss,0.017333333333333333,0.010498677165349081,0.00274659217416849,0.0015594338890814311
CIFAR-10,256,0.0009326033468832199,1.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0009326033468832199,1.0,RMIA (Baseline),0.7066666666666667,0.07202468712570403,0.11445708497152873,0.013067268307350732
CIFAR-10,256,0.0009326033468832199,1.0,Random guess,0.06185333333333334,0.0022899975739919223,0.06185333333333334,0.0022899975739919223
CIFAR-10,256,0.0009326033468832199,2.0,CSL-Diff-50 (Ours),0.7393333333333333,0.031510139461590626,0.239103028805139,0.007029117764831493
CIFAR-10,256,0.0009326033468832199,2.0,CSL-Diff-40 (Ours),0.7446666666666667,0.03387558937576669,0.240776729549522,0.006272461267981906
CIFAR-10,256,0.0009326033468832199,2.0,LT-IQR (Pollock et al.),0.7026666666666666,0.022291004663067295,0.22752290546758894,0.011302034058443306
CIFAR-10,256,0.0009326033468832199,2.0,Loss,0.017333333333333336,0.004988876515698589,0.005555514363545505,0.001390692308714587
CIFAR-10,256,0.0009326033468832199,2.0,Gradient norm (CSG),0.0,0.0,0.0,0.0
CIFAR-10,256,0.0009326033468832199,2.0,RMIA (Baseline),0.6766666666666667,0.06534693735916186,0.21904146517811748,0.022584062744279494
CIFAR-10,256,0.0009326033468832199,2.0,Random guess,0.06185333333333334,0.0022899975739919223,0.06185333333333334,0.0022899975739919223
CIFAR-10,256,0.0009326033468832199,3.0,CSL-Diff-50 (Ours),0.6728888888888888,0.0314834857749775,0.32639472243631223,0.01073555508521161
CIFAR-10,256,0.0009326033468832199,3.0,CSL-Diff-40 (Ours),0.6773333333333333,0.026421091462581058,0.328599598486302,0.008636309887198353
CIFAR-10,256,0.0009326033468832199,3.0,LT-IQR (Pollock et al.),0.6284444444444445,0.01803152246675628,0.3051585762306926,0.01292773471965474
