Dataset,Shadows,FPR,k_frac,Metric,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std
CIFAR-100,256,0.005336699231206307,0.1,Random guess,0.2666133333333333,0.013397326433119234,0.2666133333333333,0.013397326433119234
CIFAR-100,256,0.005336699231206307,1.0,CSL-Diff-50 (Ours),0.976,0.005656854249492386,0.0366919007362406,0.0016831981353280056
CIFAR-100,256,0.005336699231206307,1.0,CSL-Diff-40 (Ours),0.98,0.005656854249492386,0.03684232149978199,0.001690973273154146
CIFAR-100,256,0.005336699231206307,1.0,LT-IQR (Pollock et al.),0.964,0.01728197519575431,0.036220411305657396,0.0012779977737295645
CIFAR-100,256,0.005336699231206307,1.0,Loss,0.032,0.008640987597877145,0.0012201664579958472,0.00039709320457178063
CIFAR-100,256,0.005336699231206307,1.0,Gradient norm (CSG),0.008,0.003265986323710904,0.00029480674527572904,0.00010943641584066805
CIFAR-100,256,0.005336699231206307,1.0,RMIA (Baseline),0.7826666666666666,0.06411101482758032,0.029515502211983402,0.003574675086225628
CIFAR-100,256,0.005336699231206307,1.0,Random guess,0.2666133333333333,0.013397326433119234,0.2666133333333333,0.013397326433119234
CIFAR-100,256,0.005336699231206307,2.0,CSL-Diff-50 (Ours),0.9613333333333333,0.0041096093353126546,0.07230730125959368,0.003843497716677555
CIFAR-100,256,0.005336699231206307,2.0,CSL-Diff-40 (Ours),0.9579999999999999,0.00748331477354789,0.07203392658787787,0.0033942163216922057
CIFAR-100,256,0.005336699231206307,2.0,LT-IQR (Pollock et al.),0.9453333333333332,0.01146976702272347,0.07106821165739517,0.003114797584523042
CIFAR-100,256,0.005336699231206307,2.0,Loss,0.04133333333333333,0.0047140452079103175,0.003126638392951507,0.0005254324743553354
CIFAR-100,256,0.005336699231206307,2.0,Gradient norm (CSG),0.009333333333333334,0.0024944382578492943,0.0007104446041879881,0.00022026907279786934
CIFAR-100,256,0.005336699231206307,2.0,RMIA (Baseline),0.8373333333333334,0.039338982645151795,0.06308950639074783,0.005785886230978957
CIFAR-100,256,0.005336699231206307,2.0,Random guess,0.2666133333333333,0.013397326433119234,0.2666133333333333,0.013397326433119234
CIFAR-100,256,0.005336699231206307,3.0,CSL-Diff-50 (Ours),0.944,0.006531972647421769,0.10646951587099766,0.004955360736140824
CIFAR-100,256,0.005336699231206307,3.0,CSL-Diff-40 (Ours),0.9417777777777777,0.009386094258641254,0.1062008719853325,0.004594462946948044
CIFAR-100,256,0.005336699231206307,3.0,LT-IQR (Pollock et al.),0.9177777777777778,0.015637877409563725,0.10345496675620737,0.0037154205579066446
CIFAR-100,256,0.005336699231206307,3.0,Loss,0.05377777777777778,0.011012899282990101,0.006129117944127714,0.0015928137432926935
CIFAR-100,256,0.005336699231206307,3.0,Gradient norm (CSG),0.011555555555555555,0.005479479113750202,0.0013065780735213323,0.000606608976135803
CIFAR-100,256,0.005336699231206307,3.0,RMIA (Baseline),0.8506666666666667,0.03884251202922823,0.09613544983063209,0.00869034040997136
CIFAR-100,256,0.005336699231206307,3.0,Random guess,0.2666133333333333,0.013397326433119234,0.2666133333333333,0.013397326433119234
CIFAR-100,256,0.005336699231206307,5.0,CSL-Diff-50 (Ours),0.9096000000000001,0.020122292778574375,0.1708328387323865,0.004950213850789321
CIFAR-100,256,0.005336699231206307,5.0,CSL-Diff-40 (Ours),0.9090666666666666,0.017049991854022138,0.1707624086677442,0.005540100282208795
CIFAR-100,256,0.005336699231206307,5.0,LT-IQR (Pollock et al.),0.8813333333333334,0.02244123189330052,0.16550067607012775,0.0044215803536583565
CIFAR-100,256,0.005336699231206307,5.0,Loss,0.06773333333333333,0.004199470866139631,0.012773794399559288,0.001453391738620983
CIFAR-100,256,0.005336699231206307,5.0,Gradient norm (CSG),0.014133333333333333,0.001359738536958076,0.002646506189048504,0.00015559601323886823
CIFAR-100,256,0.005336699231206307,5.0,RMIA (Baseline),0.8426666666666667,0.028624154524146576,0.15860660829504525,0.012092475153187891
CIFAR-100,256,0.005336699231206307,5.0,Random guess,0.2666133333333333,0.013397326433119234,0.2666133333333333,0.013397326433119234
CIFAR-100,256,0.005994842503189409,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.003628246499946292,0.0001917110040854139
CIFAR-100,256,0.005994842503189409,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.003628246499946292,0.0001917110040854139
CIFAR-100,256,0.005994842503189409,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.003581943772715658,0.00023546767901621739
CIFAR-100,256,0.005994842503189409,0.1,Loss,0.013333333333333334,0.018856180831641266,5.19777535214928e-05,7.350764397178102e-05
CIFAR-100,256,0.005994842503189409,0.1,Gradient norm (CSG),0.02666666666666667,0.018856180831641266,9.88271327672178e-05,7.016303456638105e-05
CIFAR-100,256,0.005994842503189409,0.1,RMIA (Baseline),0.3866666666666667,0.09428090415820635,0.0013952857762114385,0.0003103782654325527
CIFAR-100,256,0.005994842503189409,0.1,Random guess,0.27636,0.01409590011315346,0.27636,0.01409590011315346
CIFAR-100,256,0.005994842503189409,1.0,CSL-Diff-50 (Ours),0.9786666666666667,0.007542472332656513,0.03549403454538554,0.0015937352361229957
CIFAR-100,256,0.005994842503189409,1.0,CSL-Diff-40 (Ours),0.9826666666666667,0.007542472332656513,0.03563916440538339,0.0016014026862015123
CIFAR-100,256,0.005994842503189409,1.0,LT-IQR (Pollock et al.),0.9653333333333333,0.018571184369578844,0.03499128208904319,0.0012158822437690069
CIFAR-100,256,0.005994842503189409,1.0,Loss,0.032,0.008640987597877145,0.001177517306840299,0.00038517031989304803
CIFAR-100,256,0.005994842503189409,1.0,Gradient norm (CSG),0.008,0.003265986323710904,0.00028458469370484443,0.00010649616680290113
CIFAR-100,256,0.005994842503189409,1.0,RMIA (Baseline),0.7893333333333333,0.06318930992572153,0.02870587026018796,0.0033506241985278105
CIFAR-100,256,0.005994842503189409,1.0,Random guess,0.27636,0.01409590011315346,0.27636,0.01409590011315346
CIFAR-100,256,0.005994842503189409,2.0,CSL-Diff-50 (Ours),0.9653333333333333,0.0024944382578492965,0.07004061625116509,0.0035301637658330725
CIFAR-100,256,0.005994842503189409,2.0,CSL-Diff-40 (Ours),0.9620000000000001,0.00748331477354789,0.06978127413557272,0.0031803778274776713
CIFAR-100,256,0.005994842503189409,2.0,LT-IQR (Pollock et al.),0.9499999999999998,0.013063945294843582,0.0688956565047734,0.0028822392762017437
CIFAR-100,256,0.005994842503189409,2.0,Loss,0.04133333333333333,0.0047140452079103175,0.003017356107566646,0.0005128400065485452
CIFAR-100,256,0.005994842503189409,2.0,Gradient norm (CSG),0.01,0.00282842712474619,0.0007318709782952083,0.00022600630347836487
CIFAR-100,256,0.005994842503189409,2.0,RMIA (Baseline),0.8420000000000001,0.038262252939417964,0.06119135627763953,0.005417330384071609
CIFAR-100,256,0.005994842503189409,2.0,Random guess,0.27636,0.01409590011315346,0.27636,0.01409590011315346
CIFAR-100,256,0.005994842503189409,3.0,CSL-Diff-50 (Ours),0.9475555555555556,0.007410369778014686,0.1030983607809905,0.004657766833785805
CIFAR-100,256,0.005994842503189409,3.0,CSL-Diff-40 (Ours),0.9453333333333332,0.010498677165349092,0.10283847201338303,0.00429412530918112
CIFAR-100,256,0.005994842503189409,3.0,LT-IQR (Pollock et al.),0.9217777777777778,0.016486432880881287,0.10024057371096755,0.0035053976803642397
CIFAR-100,256,0.005994842503189409,3.0,Loss,0.05511111111111111,0.011119996447286049,0.006060900738527222,0.0015651066997229574
CIFAR-100,256,0.005994842503189409,3.0,Gradient norm (CSG),0.012888888888888889,0.005479479113750201,0.0014020541065324795,0.0005771336997536766
CIFAR-100,256,0.005994842503189409,3.0,RMIA (Baseline),0.8546666666666667,0.036870142492366476,0.09316238392127836,0.008081793799349053
CIFAR-100,256,0.005994842503189409,3.0,Random guess,0.27636,0.01409590011315346,0.27636,0.01409590011315346
CIFAR-100,256,0.005994842503189409,5.0,CSL-Diff-50 (Ours),0.9136000000000001,0.021135751701796653,0.16553597727299613,0.004794557967180655
CIFAR-100,256,0.005994842503189409,5.0,CSL-Diff-40 (Ours),0.9136000000000001,0.017780888616714275,0.16556838747469602,0.005432259917261922
CIFAR-100,256,0.005994842503189409,5.0,LT-IQR (Pollock et al.),0.8853333333333332,0.023004540614602324,0.1603907092527678,0.0041938000331579505
CIFAR-100,256,0.005994842503189409,5.0,Loss,0.07253333333333334,0.002472964932132186,0.013181574681692032,0.001154060533652812
CIFAR-100,256,0.005994842503189409,5.0,Gradient norm (CSG),0.015733333333333332,0.0009977753031397175,0.0028449444201446815,5.10300939463376e-05
CIFAR-100,256,0.005994842503189409,5.0,RMIA (Baseline),0.8474666666666667,0.028519622874240275,0.15388465632606788,0.011686487555498245
CIFAR-100,256,0.005994842503189409,5.0,Random guess,0.27636,0.01409590011315346,0.27636,0.01409590011315346
CIFAR-100,256,0.006734150657750821,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.003513235091098975,0.00015043978140465568
CIFAR-100,256,0.006734150657750821,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.003513235091098975,0.00015043978140465568
CIFAR-100,256,0.006734150657750821,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0034681229875215855,0.0001959997420243656
CIFAR-100,256,0.006734150657750821,0.1,Loss,0.013333333333333334,0.018856180831641266,4.965489845573266e-05,7.022263083435598e-05
CIFAR-100,256,0.006734150657750821,0.1,Gradient norm (CSG),0.02666666666666667,0.018856180831641266,9.541730006656919e-05,6.763843488378588e-05
CIFAR-100,256,0.006734150657750821,0.1,RMIA (Baseline),0.39999999999999997,0.08640987597877148,0.0014027021356615875,0.00028994367783115744
CIFAR-100,256,0.006734150657750821,0.1,Random guess,0.28514666666666666,0.011881204577913066,0.28514666666666666,0.011881204577913066
CIFAR-100,256,0.006734150657750821,1.0,CSL-Diff-50 (Ours),0.98,0.008640987597877155,0.03441737610420182,0.001181242408081921
CIFAR-100,256,0.006734150657750821,1.0,CSL-Diff-40 (Ours),0.984,0.008640987597877155,0.034557905507845786,0.0011872397731894095
CIFAR-100,256,0.006734150657750821,1.0,LT-IQR (Pollock et al.),0.9666666666666667,0.01995550606279437,0.033934455504279516,0.0008656517660445276
CIFAR-100,256,0.006734150657750821,1.0,Loss,0.034666666666666665,0.012364824660660937,0.0012365231126647191,0.0004987106844266927
CIFAR-100,256,0.006734150657750821,1.0,Gradient norm (CSG),0.008,0.003265986323710904,0.0002765160124095752,0.00010494685095388012
CIFAR-100,256,0.006734150657750821,1.0,RMIA (Baseline),0.7919999999999999,0.06507431649019962,0.027886488738411916,0.003154156749876546
CIFAR-100,256,0.006734150657750821,1.0,Random guess,0.28514666666666666,0.011881204577913066,0.28514666666666666,0.011881204577913066
CIFAR-100,256,0.006734150657750821,2.0,CSL-Diff-50 (Ours),0.9666666666666667,0.0024944382578492965,0.06791757186479815,0.002790561149774265
CIFAR-100,256,0.006734150657750821,2.0,CSL-Diff-40 (Ours),0.9633333333333333,0.00736357401145818,0.06766994767055293,0.002470419853900083
CIFAR-100,256,0.006734150657750821,2.0,LT-IQR (Pollock et al.),0.952,0.012328828005937964,0.06686539895464366,0.0022970323672138284
CIFAR-100,256,0.006734150657750821,2.0,Loss,0.04666666666666667,0.006599663291074443,0.003298701765713268,0.0006170428270749249
CIFAR-100,256,0.006734150657750821,2.0,Gradient norm (CSG),0.01,0.00282842712474619,0.0007078401111315847,0.00021533511789718703
CIFAR-100,256,0.006734150657750821,2.0,RMIA (Baseline),0.8453333333333334,0.04067213078045237,0.05947931393227212,0.004931715363342693
CIFAR-100,256,0.006734150657750821,2.0,Random guess,0.28514666666666666,0.011881204577913066,0.28514666666666666,0.011881204577913066
CIFAR-100,256,0.006734150657750821,3.0,CSL-Diff-50 (Ours),0.9497777777777777,0.006190394789859581,0.10007804221897337,0.003674532741696422
CIFAR-100,256,0.006734150657750821,3.0,CSL-Diff-40 (Ours),0.947111111111111,0.009064923579720503,0.09978465562311732,0.0033749488215867583
CIFAR-100,256,0.006734150657750821,3.0,LT-IQR (Pollock et al.),0.924,0.015241269510650923,0.09732069498754459,0.002614312991112801
CIFAR-100,256,0.006734150657750821,3.0,Loss,0.059111111111111114,0.011991766722872926,0.006282910111095916,0.0015634479612076889
CIFAR-100,256,0.006734150657750821,3.0,Gradient norm (CSG),0.012888888888888889,0.005479479113750201,0.001358890628151091,0.0005646017364420822
CIFAR-100,256,0.006734150657750821,3.0,RMIA (Baseline),0.8586666666666667,0.038964371189873205,0.09062491058720333,0.007368720557971543
CIFAR-100,256,0.006734150657750821,3.0,Random guess,0.28514666666666666,0.011881204577913066,0.28514666666666666,0.011881204577913066
CIFAR-100,256,0.006734150657750821,5.0,CSL-Diff-50 (Ours),0.9176000000000001,0.0183942019850459,0.16104900982188192,0.0035876108712284546
CIFAR-100,256,0.006734150657750821,5.0,CSL-Diff-40 (Ours),0.9184,0.015066076684613907,0.16121484510069561,0.004204728666798284
CIFAR-100,256,0.006734150657750821,5.0,LT-IQR (Pollock et al.),0.8896000000000001,0.019801683430119427,0.15612140439594244,0.003196237523305148
CIFAR-100,256,0.006734150657750821,5.0,Loss,0.07813333333333333,0.003937286149395572,0.01375012443459997,0.0012485344913366664
CIFAR-100,256,0.006734150657750821,5.0,Gradient norm (CSG),0.016533333333333334,0.000997775303139718,0.0028975700812225104,8.692832126866513e-05
CIFAR-100,256,0.006734150657750821,5.0,RMIA (Baseline),0.8525333333333333,0.030360207875148395,0.14989879539146778,0.010556519464815844
CIFAR-100,256,0.006734150657750821,5.0,Random guess,0.28514666666666666,0.011881204577913066,0.28514666666666666,0.011881204577913066
CIFAR-100,256,0.007564633275546291,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.0034070198344564808,0.00010002820439641579
CIFAR-100,256,0.007564633275546291,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.0034070198344564808,0.00010002820439641579
CIFAR-100,256,0.007564633275546291,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0033627112696108965,0.0001461681232048598
CIFAR-100,256,0.007564633275546291,0.1,Loss,0.013333333333333334,0.018856180831641266,4.7301452154581144e-05,6.689435515695071e-05
CIFAR-100,256,0.007564633275546291,0.1,Gradient norm (CSG),0.02666666666666667,0.018856180831641266,9.19722285326746e-05,6.511394699444014e-05
CIFAR-100,256,0.007564633275546291,0.1,RMIA (Baseline),0.39999999999999997,0.08640987597877148,0.0013609016810711225,0.0002833597327450406
CIFAR-100,256,0.007564633275546291,0.1,Random guess,0.29376,0.00845928286952663,0.29376,0.00845928286952663
CIFAR-100,256,0.007564633275546291,1.0,CSL-Diff-50 (Ours),0.98,0.008640987597877155,0.03338054013881154,0.0006985307156994287
CIFAR-100,256,0.007564633275546291,1.0,CSL-Diff-40 (Ours),0.984,0.008640987597877155,0.03351682093218981,0.0007025004777285757
CIFAR-100,256,0.007564633275546291,1.0,LT-IQR (Pollock et al.),0.968,0.018184242262647823,0.0329638057313473,0.0004948062165822813
CIFAR-100,256,0.007564633275546291,1.0,Loss,0.036,0.014236104336041748,0.0012407671538842981,0.0005305377975728699
CIFAR-100,256,0.007564633275546291,1.0,Gradient norm (CSG),0.009333333333333334,0.0018856180831641268,0.0003168701516021031,5.827431240040985e-05
CIFAR-100,256,0.007564633275546291,1.0,RMIA (Baseline),0.7959999999999999,0.059419413213752506,0.02715642175799764,0.0025777108588463924
CIFAR-100,256,0.007564633275546291,1.0,Random guess,0.29376,0.00845928286952663,0.29376,0.00845928286952663
CIFAR-100,256,0.007564633275546291,2.0,CSL-Diff-50 (Ours),0.9666666666666667,0.0024944382578492965,0.06586566330230083,0.0018195835968547788
CIFAR-100,256,0.007564633275546291,2.0,CSL-Diff-40 (Ours),0.9653333333333333,0.005734883511361756,0.06576842972221517,0.0016035764389198191
CIFAR-100,256,0.007564633275546291,2.0,LT-IQR (Pollock et al.),0.9533333333333333,0.010873004286866737,0.06494620803345766,0.0015105696940849501
CIFAR-100,256,0.007564633275546291,2.0,Loss,0.04933333333333333,0.007542472332656507,0.0033765890715583523,0.0006227134361099915
CIFAR-100,256,0.007564633275546291,2.0,Gradient norm (CSG),0.010666666666666666,0.0033993463423951896,0.0007320605178873827,0.0002480092650217962
CIFAR-100,256,0.007564633275546291,2.0,RMIA (Baseline),0.8513333333333334,0.03785351884420902,0.058060187050785396,0.003911912346219777
CIFAR-100,256,0.007564633275546291,2.0,Random guess,0.29376,0.00845928286952663,0.29376,0.00845928286952663
CIFAR-100,256,0.007564633275546291,3.0,CSL-Diff-50 (Ours),0.9515555555555556,0.004532461789860233,0.09724630010528407,0.0024165815746789807
CIFAR-100,256,0.007564633275546291,3.0,CSL-Diff-40 (Ours),0.9488888888888889,0.007410369778014686,0.09696548427966557,0.0021304665537705543
CIFAR-100,256,0.007564633275546291,3.0,LT-IQR (Pollock et al.),0.9266666666666667,0.013377703949593237,0.0946765108793568,0.0014838238643890879
CIFAR-100,256,0.007564633275546291,3.0,Loss,0.06177777777777777,0.01298812372995774,0.006352227790311391,0.0015357388739257447
CIFAR-100,256,0.007564633275546291,3.0,Gradient norm (CSG),0.013333333333333334,0.005443310539518174,0.0013646189914451364,0.0005506675193500633
CIFAR-100,256,0.007564633275546291,3.0,RMIA (Baseline),0.8648888888888888,0.03685942598509391,0.08847882659451571,0.005891553018953368
CIFAR-100,256,0.007564633275546291,3.0,Random guess,0.29376,0.00845928286952663,0.29376,0.00845928286952663
CIFAR-100,256,0.007564633275546291,5.0,CSL-Diff-50 (Ours),0.9229333333333334,0.014610802700589598,0.1571495340389568,0.0020782438759216998
CIFAR-100,256,0.007564633275546291,5.0,CSL-Diff-40 (Ours),0.924,0.01191973154060107,0.15734472562219307,0.0025523834625915966
CIFAR-100,256,0.007564633275546291,5.0,LT-IQR (Pollock et al.),0.8962666666666667,0.016911797328755127,0.15259924764718524,0.0018867385584984853
CIFAR-100,256,0.007564633275546291,5.0,Loss,0.08213333333333334,0.006542850211405492,0.014022637221254011,0.0015334424669371804
CIFAR-100,256,0.007564633275546291,5.0,Gradient norm (CSG),0.0176,0.0006531972647421812,0.0029955467785452157,6.540143704819242e-05
CIFAR-100,256,0.007564633275546291,5.0,RMIA (Baseline),0.8586666666666667,0.029606005396803473,0.1463638253169059,0.008344305429643631
CIFAR-100,256,0.007564633275546291,5.0,Random guess,0.29376,0.00845928286952663,0.29376,0.00845928286952663
CIFAR-100,256,0.008497534359086439,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.003319869879072325,9.863319105641878e-05
CIFAR-100,256,0.008497534359086439,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.003319869879072325,9.863319105641878e-05
CIFAR-100,256,0.008497534359086439,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.003277024977615598,0.000150086761741901
CIFAR-100,256,0.008497534359086439,0.1,Loss,0.013333333333333334,0.018856180831641266,4.601509295048777e-05,6.507516852443839e-05
CIFAR-100,256,0.008497534359086439,0.1,Gradient norm (CSG),0.02666666666666667,0.018856180831641266,8.994989370616634e-05,6.365518920165886e-05
CIFAR-100,256,0.008497534359086439,0.1,RMIA (Baseline),0.39999999999999997,0.08640987597877148,0.0013280474580320244,0.0002862032142268795
CIFAR-100,256,0.008497534359086439,0.1,Random guess,0.30147999999999997,0.008866355884277734,0.30147999999999997,0.008866355884277734
CIFAR-100,256,0.008497534359086439,1.0,CSL-Diff-50 (Ours),0.9813333333333333,0.006798692684790386,0.03257340913197589,0.0007861678701965741
CIFAR-100,256,0.008497534359086439,1.0,CSL-Diff-40 (Ours),0.9853333333333333,0.006798692684790386,0.03270620392713878,0.0007900614732800688
CIFAR-100,256,0.008497534359086439,1.0,LT-IQR (Pollock et al.),0.9693333333333333,0.016438437341250618,0.032168783869902774,0.0006643007126212771
CIFAR-100,256,0.008497534359086439,1.0,Loss,0.03866666666666666,0.015084944665313012,0.001297684309744153,0.000546669777908973
CIFAR-100,256,0.008497534359086439,1.0,Gradient norm (CSG),0.010666666666666666,0.0037712361663282535,0.00035127939323923926,0.00011527168657492596
CIFAR-100,256,0.008497534359086439,1.0,RMIA (Baseline),0.8026666666666666,0.05845416057808793,0.026691509834211896,0.0025707882703535946
CIFAR-100,256,0.008497534359086439,1.0,Random guess,0.30147999999999997,0.008866355884277734,0.30147999999999997,0.008866355884277734
CIFAR-100,256,0.008497534359086439,2.0,CSL-Diff-50 (Ours),0.968,0.0016329931618554536,0.0642706005666454,0.0018391535194730519
CIFAR-100,256,0.008497534359086439,2.0,CSL-Diff-40 (Ours),0.9659999999999999,0.00489897948556636,0.06413364518709287,0.0017071240170988562
CIFAR-100,256,0.008497534359086439,2.0,LT-IQR (Pollock et al.),0.9540000000000001,0.01019803902718558,0.06333489563032381,0.0017062763232966501
CIFAR-100,256,0.008497534359086439,2.0,Loss,0.051333333333333335,0.00771722460186015,0.0034213111330514885,0.0006114523193373022
CIFAR-100,256,0.008497534359086439,2.0,Gradient norm (CSG),0.011333333333333334,0.0024944382578492943,0.0007570940610143923,0.00018613555998013437
CIFAR-100,256,0.008497534359086439,2.0,RMIA (Baseline),0.858,0.03544009029333868,0.05702533869808222,0.0038282790855337983
CIFAR-100,256,0.008497534359086439,2.0,Random guess,0.30147999999999997,0.008866355884277734,0.30147999999999997,0.008866355884277734
CIFAR-100,256,0.008497534359086439,3.0,CSL-Diff-50 (Ours),0.9528888888888889,0.004532461789860269,0.0948928523804398,0.0024486235044085067
CIFAR-100,256,0.008497534359086439,3.0,CSL-Diff-40 (Ours),0.9511111111111111,0.007248669524577812,0.09470988190793682,0.00226926649612235
CIFAR-100,256,0.008497534359086439,3.0,LT-IQR (Pollock et al.),0.9284444444444443,0.012757955639473177,0.09243661893910192,0.0017415044821796793
CIFAR-100,256,0.008497534359086439,3.0,Loss,0.06355555555555555,0.012988123729957737,0.006361618762791511,0.00147979557136518
CIFAR-100,256,0.008497534359086439,3.0,Gradient norm (CSG),0.013777777777777778,0.0049090493409721155,0.0013762423495804162,0.0004922983912193211
CIFAR-100,256,0.008497534359086439,3.0,RMIA (Baseline),0.8706666666666667,0.03335998934185817,0.08679891414511824,0.005654695619145763
CIFAR-100,256,0.008497534359086439,3.0,Random guess,0.30147999999999997,0.008866355884277734,0.30147999999999997,0.008866355884277734
CIFAR-100,256,0.008497534359086439,5.0,CSL-Diff-50 (Ours),0.9264,0.013639159309380713,0.15371118719576934,0.002414730103159479
CIFAR-100,256,0.008497534359086439,5.0,CSL-Diff-40 (Ours),0.9272,0.01079259005058563,0.15385765314980313,0.0028521821844274963
CIFAR-100,256,0.008497534359086439,5.0,LT-IQR (Pollock et al.),0.8986666666666667,0.016425454500730116,0.14910443249353925,0.0025562083812687357
CIFAR-100,256,0.008497534359086439,5.0,Loss,0.08479999999999999,0.006531972647421809,0.014097051209214747,0.0014118077800725926
CIFAR-100,256,0.008497534359086439,5.0,Gradient norm (CSG),0.018933333333333333,0.0003771236166328247,0.003143140283153753,0.00012212671784334948
CIFAR-100,256,0.008497534359086439,5.0,RMIA (Baseline),0.8642666666666666,0.02735901232785196,0.14356871634009483,0.008277041343685275
CIFAR-100,256,0.008497534359086439,5.0,Random guess,0.30147999999999997,0.008866355884277734,0.30147999999999997,0.008866355884277734
CIFAR-100,256,0.009545484566618337,0.1,CSL-Diff-50 (Ours),1.0,0.0,0.003215773142241479,9.776436813071476e-05
CIFAR-100,256,0.009545484566618337,0.1,CSL-Diff-40 (Ours),1.0,0.0,0.003215773142241479,9.776436813071476e-05
CIFAR-100,256,0.009545484566618337,0.1,LT-IQR (Pollock et al.),0.9866666666666667,0.018856180831641284,0.0031744012503048605,0.00014940334690204606
CIFAR-100,256,0.009545484566618337,0.1,Loss,0.013333333333333334,0.018856180831641266,4.455136772698922e-05,6.300514846177916e-05
CIFAR-100,256,0.009545484566618337,0.1,Gradient norm (CSG),0.02666666666666667,0.018856180831641266,8.725903375304089e-05,6.174275941112629e-05
CIFAR-100,256,0.009545484566618337,0.1,RMIA (Baseline),0.39999999999999997,0.08640987597877148,0.0012871371033745208,0.00028100533970093874
CIFAR-100,256,0.009545484566618337,0.1,Random guess,0.3112533333333333,0.009413541074194965,0.3112533333333333,0.009413541074194965
CIFAR-100,256,0.009545484566618337,1.0,CSL-Diff-50 (Ours),0.9826666666666667,0.007542472332656513,0.031593633174437856,0.0007445081462065415
CIFAR-100,256,0.009545484566618337,1.0,CSL-Diff-40 (Ours),0.9866666666666667,0.007542472332656513,0.03172226410012751,0.0007483795151623981
CIFAR-100,256,0.009545484566618337,1.0,LT-IQR (Pollock et al.),0.9706666666666667,0.016759740119968728,0.031202209292266064,0.0006492257812780216
CIFAR-100,256,0.009545484566618337,1.0,Loss,0.044000000000000004,0.017281975195754296,0.001428673940970743,0.0006031420221773955
CIFAR-100,256,0.009545484566618337,1.0,Gradient norm (CSG),0.012000000000000002,0.0032659863237109047,0.00038455700297954407,9.875176674551665e-05
CIFAR-100,256,0.009545484566618337,1.0,RMIA (Baseline),0.8053333333333333,0.05753453069437712,0.025942676228445583,0.002495442526141192
CIFAR-100,256,0.009545484566618337,1.0,Random guess,0.3112533333333333,0.009413541074194965,0.3112533333333333,0.009413541074194965
CIFAR-100,256,0.009545484566618337,2.0,CSL-Diff-50 (Ours),0.9686666666666666,0.0018856180831641283,0.06229689622403072,0.0017829547637047058
CIFAR-100,256,0.009545484566618337,2.0,CSL-Diff-40 (Ours),0.9673333333333334,0.005249338582674546,0.0622059497868758,0.0016163836755751382
CIFAR-100,256,0.009545484566618337,2.0,LT-IQR (Pollock et al.),0.9573333333333333,0.010624918300339493,0.06155859982741412,0.0015391526003599328
CIFAR-100,256,0.009545484566618337,2.0,Loss,0.055333333333333325,0.009285592184789415,0.003572692011668897,0.0006964449811029899
CIFAR-100,256,0.009545484566618337,2.0,Gradient norm (CSG),0.012000000000000002,0.0032659863237109047,0.0007781445057186968,0.0002339270044960061
CIFAR-100,256,0.009545484566618337,2.0,RMIA (Baseline),0.8606666666666668,0.03449959742116161,0.055411876114539016,0.0037348646667723804
CIFAR-100,256,0.009545484566618337,2.0,Random guess,0.3112533333333333,0.009413541074194965,0.3112533333333333,0.009413541074194965
CIFAR-100,256,0.009545484566618337,3.0,CSL-Diff-50 (Ours),0.9555555555555556,0.005586580039989609,0.0921692607468962,0.002265424967479846
CIFAR-100,256,0.009545484566618337,3.0,CSL-Diff-40 (Ours),0.9537777777777778,0.007875575620741931,0.09199372682416712,0.0021526060362179983
CIFAR-100,256,0.009545484566618337,3.0,LT-IQR (Pollock et al.),0.9328888888888889,0.01382786594320359,0.08996193437259527,0.0016135850249292907
CIFAR-100,256,0.009545484566618337,3.0,Loss,0.06888888888888889,0.01586361626451089,0.006682278567498393,0.0017258523455574637
CIFAR-100,256,0.009545484566618337,3.0,Gradient norm (CSG),0.014666666666666666,0.004354648431614538,0.0014202832789439845,0.0004313461096505525
CIFAR-100,256,0.009545484566618337,3.0,RMIA (Baseline),0.8737777777777778,0.031894889098682905,0.08438060597512471,0.00547637337175192
CIFAR-100,256,0.009545484566618337,3.0,Random guess,0.3112533333333333,0.009413541074194965,0.3112533333333333,0.009413541074194965
CIFAR-100,256,0.009545484566618337,5.0,CSL-Diff-50 (Ours),0.9319999999999999,0.013825580156603455,0.1497894072021995,0.002441920088341545
CIFAR-100,256,0.009545484566618337,5.0,CSL-Diff-40 (Ours),0.9330666666666666,0.011110755549866513,0.1499739716246882,0.002853698649186785
CIFAR-100,256,0.009545484566618337,5.0,LT-IQR (Pollock et al.),0.9039999999999999,0.016434110867339282,0.14528211361682503,0.002420439212975887
CIFAR-100,256,0.009545484566618337,5.0,Loss,0.08906666666666667,0.007514134828589531,0.014342864837989468,0.0015339168192120315
