epoch,loss_t,grad_t,d_adv_t
45,1.0979122,19.162447,5.46365479955409
46,0.015322825,0.411749,0.08970864885885096
47,0.00090951077,0.017246852,0.0037458460565963567
48,0.0012660354,0.01580182,0.003432265395545865
49,0.17583609,4.518741,1.0201852079976375
50,0.0040746056,0.14756046,0.03207072310213107
51,3.0974314,20.215305,13.407697532320206
52,0.14392309,3.2337728,0.7248584719866767
53,0.23749228,5.2441587,1.2006743295521656
54,0.43077433,10.509597,2.517633015039506
55,7.211902e-05,0.0012777045,0.0002774543498295568
56,0.019506294,0.448711,0.09785082778243484
57,0.048083015,1.2779081,0.2804221289800973
58,0.24528506,3.9261076,0.9005071313273024
59,0.0015982724,0.041543737,0.00902423983468782
60,0.0041713617,0.07056975,0.01533792037909107
61,0.0027963128,0.04626411,0.010052227292922567
62,0.0012600825,0.0226675,0.004923532116074669
63,0.004326626,0.080229364,0.01743796833676047
64,2.2887922e-05,0.0005128798,0.00011137098863395828
65,0.30055723,5.0518517,1.173590237992779
66,0.00085615215,0.028248059,0.006135128581217948
67,0.04406487,0.7776122,0.17048766800538762
68,0.0014181805,0.022673625,0.004925031901633312
69,0.027644271,0.5375691,0.1174366056019931
70,0.024740854,0.39422962,0.08606826829088508
71,0.00063994905,0.009231351,0.0020048410671559096
72,0.2933745,4.640698,1.076279652898778
73,0.08205521,1.2843232,0.2839466213708474
74,0.05526669,1.3150393,0.28902575138250136
75,0.95596063,20.8205,5.70548199626278
76,0.22597206,4.557943,1.0408167731509688
77,0.23550494,4.5808134,1.0483213585331093
78,1.3092091,13.553516,4.112159113708581
79,6.1152496e-05,0.0012191152,0.0002647310217584541
80,0.68483126,12.777699,3.259335407937621
81,0.026694696,0.50357735,0.10998799766536944
82,0.21725197,3.5497115,0.8089739351103002
83,1.240068,19.712664,5.857968737345909
84,0.0016152919,0.041689042,0.009055836837459828
85,1.0730705,17.311232,4.901116411001691
86,0.0072207195,0.19401321,0.04219559382322069
87,0.016348932,0.5385709,0.11736584428892984
88,1.49048,15.941966,5.118315088843276
89,0.08283022,1.9292011,0.4265935644772206
90,0.253298,8.964288,2.0598692705965505
91,0.20886071,3.2004495,0.7279854804693121
92,1.0954134,16.983511,4.838942475640434
93,0.0044529093,0.10901213,0.023694593765258426
94,0.0095960535,0.24532282,0.05338241020580696
95,0.031611927,0.72141325,0.15773566525348007
96,0.008923178,0.1760661,0.03830649228338655
97,0.015936034,0.4867703,0.106067872287392
98,0.0026163177,0.054789588,0.011904170904127119
99,5.4213896,15.541256,-19.04053749311512
100,1.2530649,22.221708,6.6291796354498285
101,0.21333215,4.6243176,1.0529344669126026
102,0.13675863,2.676787,0.5990466327321962
103,4.741716,20.674696,-151.41225816349782
104,0.0014393694,0.031543102,0.006851639108630254
105,0.032103255,0.87100536,0.19046416099744956
106,5.5826826,16.06458,-16.4341450261291
107,1.7616113,18.639643,6.555040262706988
108,0.003057688,0.080210194,0.0174289946213732
109,0.05109739,1.1820866,0.25956690625478257
110,0.7665392,13.854189,3.609148423989094
111,0.0757538,1.2411305,0.2740155387240333
112,0.051744413,1.0502324,0.23064665209770457
113,0.11872704,2.2964506,0.5118644193998602
114,0.039146166,1.1376604,0.2491577746902492
115,0.006240643,0.17853163,0.0388202580890666
116,0.4170302,17.152954,4.095601888978955
117,0.07341328,1.7965431,0.3964341334397958
118,0.22867754,5.5984473,1.2792086667847948
119,0.24236818,5.346166,1.225397375614553
120,0.021762963,0.53186995,0.11604248149090413
121,0.02280917,0.5911508,0.129005728288928
122,0.008428242,0.24162845,0.05256515506639826
123,0.004011561,0.108679354,0.023619997272172358
124,0.006808416,0.18823577,0.04093539917266493
125,0.010314257,0.31103915,0.06769290582613857
126,0.004571819,0.1338341,0.029090584117611413
127,0.0041428697,0.116749674,0.02537469700383479
128,0.004475458,0.122931145,0.02672012649711603
129,0.0026601902,0.07512991,0.016323682372508024
130,0.0028742927,0.08013069,0.017411024994062444
131,0.0048482716,0.12792198,0.027807180878363227
132,0.0030270254,0.08179761,0.017773807630624108
133,0.0023544705,0.0681616,0.01480867441522548
134,0.0027621947,0.0767449,0.01667494478600914
135,0.005453353,0.15585108,0.03388275553309032
136,0.0037884386,0.11081499,0.02408298086820672
137,0.004578939,0.13088918,0.028450512178094498
138,0.003651857,0.10116798,0.0219857815614796
139,0.005255692,0.14771758,0.03211311435587305
140,0.0041308794,0.12144808,0.0263957921553951
141,0.0052282987,0.14724323,0.032009802539108984
142,0.0033317078,0.09135,0.0198507611771514
143,0.0050697345,0.14850448,0.032282877788064136
144,0.005008057,0.1392762,0.030276369085401215
145,0.0032821617,0.08839086,0.019207520151475407
146,0.002317364,0.05905548,0.012830191052887305
147,0.0067023234,0.18490408,0.04020993276379686
148,0.005421341,0.14723523,0.03200940628260901
149,0.00399197,0.10968117,0.023837626262812932
150,0.0034237835,0.0966106,0.02099433341048676
151,0.0040495545,0.11559212,0.025122601928958894
152,0.0033920628,0.094594285,0.020556029069690843
153,0.003928564,0.10843534,0.02356653901514195
154,0.0048355777,0.13899663,0.03021446105808693
155,0.006865957,0.18975827,0.04126701094155607
156,0.0056810826,0.15400296,0.033482624048375105
157,0.0053769965,0.15273932,0.033205692060240335
158,0.0054564355,0.15450506,0.03359014657659005
159,0.0058172685,0.15795988,0.03434393516749742
160,0.0044437707,0.11361341,0.024694668081747983
161,0.0044977693,0.11690753,0.025410965815160242
162,0.0038345158,0.10615452,0.023070369980663318
163,0.0048985705,0.1352614,0.029402916351424675
164,0.0030267877,0.08075586,0.017547445311061213
165,0.0032737255,0.09513412,0.020672806853778855
166,0.0048149354,0.13209908,0.028714973057660353
167,0.005692106,0.16341132,0.03552823089615451
168,0.0042592054,0.11786516,0.02561778755987276
169,0.003855891,0.10512394,0.022846502188082467
170,0.003990189,0.11338993,0.024643663510880882
171,0.0039948197,0.110329755,0.02397860238824508
172,0.003910871,0.10781791,0.0234322613033803
173,0.0028841586,0.08172858,0.01775825689891328
174,0.0032131255,0.09097166,0.019768038332175
175,0.0032690915,0.09006608,0.019571494672828246
176,0.0040582214,0.114907876,0.024973935977946327
177,0.0032036193,0.09010775,0.01958026967305868
178,0.0046991394,0.13741735,0.029870277373192
179,0.0040888526,0.119107224,0.025886789515284243
180,0.00410393,0.1129076,0.024539443051167144
181,0.0028313808,0.07740505,0.01681863366797002
182,0.004952782,0.13893066,0.030200890790680147
183,0.003460849,0.09958235,0.021640295904987734
184,0.0037687244,0.099647336,0.02165586648287451
185,0.0032088477,0.08766114,0.019048647566628277
186,0.003761005,0.10884333,0.023654346366771047
187,0.004509755,0.12468333,0.027101180322823284
188,0.0040487233,0.114086874,0.024795449267920388
189,0.0050146994,0.14047709,0.030537465842963515
190,0.003404181,0.09593067,0.02084649090302855
191,0.004012867,0.11411494,0.024801355882288902
192,0.004230004,0.11502652,0.025000655110213113
193,0.004643965,0.1304989,0.02836608133808099
194,0.0049003502,0.1466554,0.03187973767437634
195,0.003610166,0.102313615,0.02223454978649814
196,0.003458948,0.0977331,0.02123842580844564
197,0.0029538118,0.08236271,0.017896314452598587
198,0.0036379602,0.10742893,0.02334633887251065
199,0.003871685,0.10611129,0.02306116154437399
